inpro,incity,outpro,outcity,cargo
云南,普洱市,湖北,襄阳市,0.661260981
天津,武清区,湖北,恩施州,0.855912143
山东,德州市,湖北,随州市,0.435084061
广西,钦州市,湖北,襄阳市,0.594489812
浙江,绍兴市,湖北,神农架林区,0.308304994
贵州,安顺市,湖北,襄阳市,0.597775402
内蒙古,锡林郭勒盟,湖北,襄阳市,0.185726201
浙江,杭州市,湖北,十堰市,0.211068783
辽宁,阜新市,湖北,恩施州,0.836097205
广东,茂名市,湖北,恩施州,0.533153537
广西,南宁市,湖北,荆门市,0.014563024
广西,玉林市,湖北,孝感市,0.980404149
江西,赣州市,湖北,潜江市,0.051865129
青海,海南州,湖北,荆门市,0.544215583
上海,静安区,湖北,咸宁市,0.124573009
安徽,亳州市,湖北,天门市,0.361943893
新疆,和田地区,湖北,宜昌市,0.142928853
辽宁,大连市,湖北,潜江市,0.572618512
云南,楚雄州,湖北,鄂州市,0.33682012
新疆,昌吉州,湖北,随州市,0.973321383
湖南,长沙市,湖北,仙桃市,0.426389633
福建,厦门市,湖北,潜江市,0.291553984
重庆,北部新区,湖北,孝感市,0.246460356
重庆,奉节县,湖北,黄石市,0.270726181
新疆,伊犁州,湖北,黄冈市,0.20141137
江苏,常州市,湖北,神农架林区,0.38139645
浙江,嘉兴市,湖北,黄冈市,0.054991021
海南,三亚市,湖北,恩施州,0.844464618
湖南,株洲市,湖北,十堰市,0.691438809
贵州,黔东南州,湖北,宜昌市,0.470887713
辽宁,盘锦市,湖北,咸宁市,0.662843546
重庆,秀山县,湖北,荆州市,0.372376989
陕西,西安市,湖北,孝感市,0.544664428
宁夏,固原市,湖北,武汉市,0.315246788
安徽,宿州市,湖北,黄石市,0.855738371
新疆,博尔塔拉州,湖北,天门市,0.844109506
河北,石家庄市,湖北,鄂州市,0.683820912
重庆,北碚区,湖北,恩施州,0.119486042
重庆,北部新区,湖北,襄阳市,0.269838812
天津,河西区,湖北,随州市,0.315356941
江苏,镇江市,湖北,潜江市,0.616046111
陕西,安康市,湖北,潜江市,0.032469807
陕西,铜川市,湖北,襄阳市,0.344671283
黑龙江,大兴安岭地区,湖北,荆门市,0.311970628
广东,梅州市,湖北,鄂州市,0.518422476
浙江,金华市,湖北,恩施州,0.921237036
安徽,六安市,湖北,十堰市,0.676322623
山东,临沂市,湖北,孝感市,0.107199377
广西,贺州市,湖北,随州市,0.667081185
江西,九江市,湖北,宜昌市,0.107017887
贵州,毕节市,湖北,天门市,0.925789507
内蒙古,乌兰察布市,湖北,荆门市,0.934985789
天津,北辰区,湖北,随州市,0.214581084
江西,新余市,湖北,宜昌市,0.378828074
青海,海西州,湖北,神农架林区,0.21130233
上海,崇明区,湖北,黄冈市,0.612128996
山东,烟台市,湖北,武汉市,0.711438312
山西,吕梁市,湖北,随州市,0.564103636
广西,桂林市,湖北,仙桃市,0.766269223
新疆,昆玉市,湖北,黄石市,0.043538299
河北,沧州市,湖北,黄冈市,0.09412115
河南,三门峡市,湖北,黄石市,0.251615495
河南,郑州市,湖北,襄阳市,0.183144521
浙江,金华市,湖北,鄂州市,0.03816275
山西,长治市,湖北,仙桃市,0.732070886
新疆,阿勒泰地区,湖北,恩施州,0.837488069
海南,三亚市,湖北,潜江市,0.115312932
湖北,潜江市,湖北,神农架林区,0.934574668
西藏,那曲地区,湖北,孝感市,0.204312428
黑龙江,黑河市,湖北,咸宁市,0.107474969
安徽,淮北市,湖北,十堰市,0.787508732
江苏,淮安市,湖北,恩施州,0.721611064
河南,三门峡市,湖北,荆门市,0.707288745
甘肃,武威市,湖北,神农架林区,0.757608788
重庆,长寿区,湖北,仙桃市,0.676152346
山东,聊城市,湖北,潜江市,0.941257996
浙江,宁波市,湖北,襄阳市,0.737424808
湖北,仙桃市,湖北,宜昌市,0.800478269
湖南,常德市,湖北,黄冈市,0.366100235
贵州,黔西南州,湖北,十堰市,0.621149678
四川,凉山州,湖北,黄石市,0.65627824
江苏,泰州市,湖北,黄冈市,0.836917864
重庆,丰都县,湖北,武汉市,0.369060656
重庆,九龙坡区,湖北,武汉市,0.43421091
重庆,北部新区,湖北,荆州市,0.162263266
内蒙古,乌海市,湖北,恩施州,0.657444212
宁夏,银川市,湖北,武汉市,0.109479703
江西,宜春市,湖北,荆门市,0.074237368
湖北,鄂州市,湖北,襄阳市,0.487917925
北京,怀柔区,湖北,鄂州市,0.768555887
四川,攀枝花市,湖北,鄂州市,0.060689988
新疆,喀什地区,湖北,恩施州,0.161996561
江西,新余市,湖北,天门市,0.860983139
河北,承德市,湖北,神农架林区,0.034515266
湖南,岳阳市,湖北,仙桃市,0.125213447
甘肃,兰州市,湖北,神农架林区,0.943377603
广东,阳江市,湖北,荆门市,0.123025482
湖北,神农架林区,湖北,荆门市,0.373405663
贵州,铜仁市,湖北,荆州市,0.55276969
北京,西城区,湖北,黄石市,0.560602779
天津,静海区,湖北,宜昌市,0.17255321
广东,云浮市,湖北,天门市,0.656338007
新疆,图木舒克市,湖北,神农架林区,0.283813276
江苏,淮安市,湖北,襄阳市,0.051424645
湖北,咸宁市,湖北,黄冈市,0.261835228
湖北,黄冈市,湖北,鄂州市,0.742312248
北京,顺义区,湖北,咸宁市,0.863339709
吉林,四平市,湖北,武汉市,0.708832622
广东,广州市,湖北,襄阳市,0.39153817
广东,茂名市,湖北,荆门市,0.580218439
青海,西宁市,湖北,随州市,0.536325295
四川,眉山市,湖北,襄阳市,0.050091472
山西,朔州市,湖北,潜江市,0.387967077
江西,宜春市,湖北,荆州市,0.754791851
河北,邯郸市,湖北,仙桃市,0.940838685
湖南,长沙市,湖北,神农架林区,0.321990637
重庆,丰都县,湖北,潜江市,0.190193155
山东,东营市,湖北,神农架林区,0.550300644
广东,汕头市,湖北,随州市,0.609265811
新疆,昌吉州,湖北,十堰市,0.924080964
重庆,长寿区,湖北,襄阳市,0.900494299
重庆,黔江区,湖北,随州市,0.557865073
天津,东丽区,湖北,神农架林区,0.179671191
安徽,宣城市,湖北,宜昌市,0.439114154
江苏,南京市,湖北,仙桃市,0.025619562
河南,濮阳市,湖北,宜昌市,0.533472975
甘肃,白银市,湖北,天门市,0.675032419
四川,巴中市,湖北,宜昌市,0.296658577
山东,泰安市,湖北,鄂州市,0.79599956
广西,来宾市,湖北,天门市,0.035595159
广西,贺州市,湖北,仙桃市,0.673201825
新疆,五家渠市,湖北,随州市,0.863183198
新疆,和田地区,湖北,襄阳市,0.660961754
云南,临沧市,湖北,宜昌市,0.093800775
云南,怒江州,湖北,咸宁市,0.50231906
四川,内江市,湖北,黄冈市,0.503198025
四川,雅安市,湖北,神农架林区,0.574513287
安徽,铜陵市,湖北,荆门市,0.07554725
山东,德州市,湖北,仙桃市,0.619051614
广东,河源市,湖北,孝感市,0.527706137
新疆,伊犁州,湖北,随州市,0.114013903
江苏,镇江市,湖北,武汉市,0.002961058
陕西,渭南市,湖北,仙桃市,0.199841902
云南,怒江州,湖北,荆门市,0.735252433
河南,新乡市,湖北,天门市,0.121884825
海南,东方市,湖北,仙桃市,0.47372739
海南,乐东县,湖北,恩施州,0.074921008
重庆,合川区,湖北,咸宁市,0.821155127
安徽,合肥市,湖北,仙桃市,0.053781265
广东,珠海市,湖北,鄂州市,0.338844694
河南,新乡市,湖北,潜江市,0.567625489
湖北,宜昌市,湖北,武汉市,0.644800191
贵州,铜仁市,湖北,黄冈市,0.153492271
辽宁,大连市,湖北,武汉市,0.851059168
安徽,马鞍山市,湖北,十堰市,0.661980991
广东,湛江市,湖北,天门市,0.265899183
湖北,十堰市,湖北,黄冈市,0.085762121
湖南,湘西州,湖北,神农架林区,0.23491466
上海,闸北区,湖北,十堰市,0.461372383
北京,昌平区,湖北,武汉市,0.053649794
北京,朝阳区,湖北,荆州市,0.898708218
广东,佛山市,湖北,黄冈市,0.001367528
广东,汕头市,湖北,十堰市,0.008446095
海南,万宁市,湖北,黄冈市,0.94023428
港澳,香港特别行政区,湖北,宜昌市,0.206972895
重庆,江北区,湖北,鄂州市,0.270748103
上海,徐汇区,湖北,荆州市,0.015722494
云南,大理州,湖北,宜昌市,0.051341181
云南,德宏州,湖北,神农架林区,0.880301411
天津,津南区,湖北,荆州市,0.167205196
山西,晋城市,湖北,天门市,0.283836508
新疆,巴音郭楞州,湖北,鄂州市,0.182664811
海南,琼海市,湖北,襄阳市,0.864238327
贵州,安顺市,湖北,孝感市,0.627820414
重庆,南川区,湖北,天门市,0.488149512
天津,红桥区,湖北,随州市,0.386847
宁夏,吴忠市,湖北,襄阳市,0.523184519
安徽,池州市,湖北,宜昌市,0.34613142
河北,廊坊市,湖北,荆门市,0.725386368
河南,三门峡市,湖北,襄阳市,0.430677497
浙江,宁波市,湖北,仙桃市,0.267542065
湖南,张家界市,湖北,宜昌市,0.362170838
青海,海北州,湖北,武汉市,0.303090364
天津,塘沽区,湖北,黄石市,0.097930221
河北,衡水市,湖北,潜江市,0.416455283
河南,平顶山市,湖北,宜昌市,0.965813141
上海,静安区,湖北,襄阳市,0.777252216
内蒙古,巴彦淖尔市,湖北,荆州市,0.395258929
吉林,松原市,湖北,潜江市,0.179944267
四川,遂宁市,湖北,黄冈市,0.805907948
宁夏,石嘴山市,湖北,鄂州市,0.74140686
广西,玉林市,湖北,鄂州市,0.43136123
新疆,昌吉州,湖北,荆门市,0.679483255
浙江,温州市,湖北,仙桃市,0.643910822
甘肃,嘉峪关市,湖北,荆州市,0.852694843
贵州,黔南州,湖北,恩施州,0.796494939
陕西,宝鸡市,湖北,神农架林区,0.211767697
黑龙江,大庆市,湖北,襄阳市,0.100152866
上海,嘉定区,湖北,荆门市,0.244730887
吉林,松原市,湖北,神农架林区,0.114138004
山西,忻州市,湖北,仙桃市,0.180680906
湖北,宜昌市,湖北,黄石市,0.880233572
江苏,扬州市,湖北,十堰市,0.797513036
浙江,衢州市,湖北,黄冈市,0.274805746
湖南,长沙市,湖北,襄阳市,0.498329295
广东,清远市,湖北,荆门市,0.905154985
新疆,吐鲁番地区,湖北,天门市,0.809337647
海南,三沙市,湖北,荆门市,0.041990085
湖南,张家界市,湖北,仙桃市,0.080726367
福建,漳州市,湖北,孝感市,0.445063926
重庆,南岸区,湖北,荆州市,0.959201611
安徽,铜陵市,湖北,随州市,0.783671813
广东,深圳市,湖北,咸宁市,0.054680813
重庆,南川区,湖北,鄂州市,0.414819319
青海,海西州,湖北,神农架林区,0.184758516
黑龙江,牡丹江市,湖北,咸宁市,0.253018268
北京,海淀区,湖北,武汉市,0.225441895
四川,内江市,湖北,鄂州市,0.357591747
宁夏,吴忠市,湖北,十堰市,0.117737339
广东,阳江市,湖北,武汉市,0.679402216
湖北,荆州市,湖北,孝感市,0.444307557
贵州,铜仁市,湖北,鄂州市,0.16302297
安徽,六安市,湖北,十堰市,0.641986009
贵州,贵阳市,湖北,仙桃市,0.126427158
青海,海南州,湖北,咸宁市,0.2117562
黑龙江,牡丹江市,湖北,孝感市,0.32555561
云南,普洱市,湖北,鄂州市,0.759354421
北京,宣武区,湖北,潜江市,0.975000231
吉林,吉林市,湖北,十堰市,0.923095551
广西,来宾市,湖北,神农架林区,0.173950094
江苏,泰州市,湖北,神农架林区,0.166592429
湖北,咸宁市,湖北,随州市,0.106417564
湖北,荆门市,湖北,随州市,0.34445216
四川,乐山市,湖北,鄂州市,0.077014765
河北,沧州市,湖北,随州市,0.614147674
河南,漯河市,湖北,十堰市,0.48904787
浙江,衢州市,湖北,黄石市,0.792393477
黑龙江,黑河市,湖北,天门市,0.867972934
黑龙江,齐齐哈尔市,湖北,鄂州市,0.455248422
云南,玉溪市,湖北,恩施州,0.82797631
内蒙古,阿拉善盟,湖北,襄阳市,0.837547921
北京,密云区,湖北,黄石市,0.56176903
重庆,巫溪县,湖北,恩施州,0.749136165
黑龙江,大庆市,湖北,鄂州市,0.405010122
北京,密云区,湖北,十堰市,0.586565805
河南,南阳市,湖北,荆州市,0.941571503
浙江,温州市,湖北,孝感市,0.087629578
辽宁,葫芦岛市,湖北,仙桃市,0.471635064
上海,闸北区,湖北,仙桃市,0.70080661
北京,丰台区,湖北,仙桃市,0.204182894
安徽,芜湖市,湖北,潜江市,0.096224925
广东,肇庆市,湖北,荆州市,0.799828696
贵州,遵义市,湖北,潜江市,0.176880843
重庆,垫江县,湖北,天门市,0.203204329
安徽,蚌埠市,湖北,潜江市,0.072600541
江苏,徐州市,湖北,襄阳市,0.998945303
浙江,绍兴市,湖北,十堰市,0.553240718
湖南,湘潭市,湖北,孝感市,0.888100169
重庆,巫溪县,湖北,荆门市,0.914336825
四川,遂宁市,湖北,十堰市,0.436170541
重庆,合川区,湖北,宜昌市,0.143115648
上海,奉贤区,湖北,武汉市,0.292586694
云南,楚雄州,湖北,天门市,0.634055124
四川,广元市,湖北,恩施州,0.088583643
江苏,镇江市,湖北,孝感市,0.836725748
河南,安阳市,湖北,宜昌市,0.229367698
重庆,荣昌区,湖北,孝感市,0.685494892
山西,吕梁市,湖北,潜江市,0.861507775
山西,晋中市,湖北,恩施州,0.559825109
江苏,无锡市,湖北,孝感市,0.146613274
江西,九江市,湖北,天门市,0.245755581
湖南,长沙市,湖北,咸宁市,0.832428949
福建,漳州市,湖北,孝感市,0.353898761
四川,甘孜州,湖北,恩施州,0.611130251
四川,甘孜州,湖北,孝感市,0.587805627
安徽,芜湖市,湖北,恩施州,0.879279209
江西,上饶市,湖北,天门市,0.226467266
港澳,澳门特别行政区,湖北,黄冈市,0.216538027
福建,厦门市,湖北,武汉市,0.829662753
辽宁,葫芦岛市,湖北,襄阳市,0.850219554
黑龙江,七台河市,湖北,襄阳市,0.817724141
天津,武清区,湖北,孝感市,0.281339561
山东,泰安市,湖北,荆州市,0.531305851
山东,青岛市,湖北,鄂州市,0.796376202
江西,南昌市,湖北,黄石市,0.412521456
湖北,仙桃市,湖北,黄石市,0.221582831
安徽,淮北市,湖北,荆门市,0.137381978
山东,临沂市,湖北,恩施州,0.968069356
山西,吕梁市,湖北,十堰市,0.576295987
湖南,长沙市,湖北,荆门市,0.041216819
上海,青浦区,湖北,武汉市,0.40481137
山西,临汾市,湖北,鄂州市,0.047179275
江苏,扬州市,湖北,黄石市,0.499267508
重庆,石柱县,湖北,荆门市,0.621360952
陕西,咸阳市,湖北,荆州市,0.171297692
黑龙江,佳木斯市,湖北,随州市,0.469141164
吉林,松原市,湖北,咸宁市,0.86211223
四川,广安市,湖北,十堰市,0.133811023
安徽,六安市,湖北,襄阳市,0.492609017
安徽,宿州市,湖北,鄂州市,0.665533758
安徽,芜湖市,湖北,黄冈市,0.912100643
广东,江门市,湖北,襄阳市,0.5511888
辽宁,本溪市,湖北,十堰市,0.867150185
重庆,綦江区,湖北,荆门市,0.570821651
山东,泰安市,湖北,恩施州,0.639603355
河北,秦皇岛市,湖北,宜昌市,0.996647426
河北,衡水市,湖北,黄冈市,0.588168491
河南,南阳市,湖北,十堰市,0.574424434
浙江,衢州市,湖北,鄂州市,0.83190612
湖北,随州市,湖北,荆州市,0.359407322
湖南,衡阳市,湖北,宜昌市,0.461950971
黑龙江,大兴安岭地区,湖北,恩施州,0.592181058
云南,玉溪市,湖北,孝感市,0.925315342
北京,大兴区,湖北,孝感市,0.991596699
安徽,淮北市,湖北,黄冈市,0.945706193
广东,肇庆市,湖北,黄石市,0.385871345
河南,郑州市,湖北,襄阳市,0.411872672
重庆,北碚区,湖北,孝感市,0.33499421
上海,静安区,湖北,荆州市,0.177817966
四川,广安市,湖北,荆门市,0.956233742
河南,商丘市,湖北,宜昌市,0.601195887
重庆,大足区,湖北,十堰市,0.298365345
重庆,璧山区,湖北,武汉市,0.506901195
上海,青浦区,湖北,黄石市,0.853129002
新疆,乌鲁木齐市,湖北,襄阳市,0.82136643
内蒙古,阿拉善盟,湖北,神农架林区,0.150582507
安徽,亳州市,湖北,宜昌市,0.024637762
江西,九江市,湖北,鄂州市,0.904387129
四川,甘孜州,湖北,襄阳市,0.66672971
福建,三明市,湖北,随州市,0.273488256
陕西,西安市,湖北,武汉市,0.881119002
广西,柳州市,湖北,孝感市,0.411563749
河南,平顶山市,湖北,神农架林区,0.912097536
浙江,温州市,湖北,潜江市,0.312373487
海南,琼海市,湖北,黄石市,0.620616406
贵州,遵义市,湖北,咸宁市,0.160486771
贵州,铜仁市,湖北,天门市,0.793890338
重庆,石柱县,湖北,潜江市,0.869899306
天津,北辰区,湖北,武汉市,0.919021408
广西,梧州市,湖北,鄂州市,0.891600653
湖南,永州市,湖北,孝感市,0.568084209
四川,自贡市,湖北,宜昌市,0.982624158
江西,景德镇市,湖北,神农架林区,0.598713176
河南,安阳市,湖北,天门市,0.717645353
浙江,衢州市,湖北,襄阳市,0.765793815
江西,萍乡市,湖北,黄冈市,0.833316707
河南,三门峡市,湖北,宜昌市,0.983919174
浙江,舟山市,湖北,荆州市,0.169541184
福建,泉州市,湖北,恩施州,0.435345453
北京,大兴区,湖北,宜昌市,0.741206272
吉林,白山市,湖北,武汉市,0.663464529
天津,南开区,湖北,潜江市,0.555941828
江苏,苏州市,湖北,神农架林区,0.317218504
内蒙古,呼伦贝尔市,湖北,孝感市,0.138640006
北京,密云区,湖北,神农架林区,0.677947824
天津,宝坻区,湖北,潜江市,0.648874809
新疆,阿勒泰地区,湖北,荆州市,0.706438103
湖北,孝感市,湖北,随州市,0.202118878
四川,广元市,湖北,潜江市,0.583998317
山东,聊城市,湖北,孝感市,0.595741988
广东,揭阳市,湖北,黄石市,0.545206443
河南,商丘市,湖北,黄石市,0.929976197
重庆,石柱县,湖北,鄂州市,0.874141333
青海,黄南州,湖北,咸宁市,0.378502308
黑龙江,双鸭山市,湖北,孝感市,0.107061851
宁夏,固原市,湖北,荆州市,0.741784323
河北,秦皇岛市,湖北,潜江市,0.244020148
内蒙古,阿拉善盟,湖北,荆门市,0.389849175
北京,怀柔区,湖北,恩施州,0.70867248
广东,深圳市,湖北,黄冈市,0.938450749
海南,东方市,湖北,神农架林区,0.286282077
吉林,四平市,湖北,随州市,0.726743425
广西,贵港市,湖北,潜江市,0.023752175
浙江,温州市,湖北,荆州市,0.233514294
重庆,梁平区,湖北,宜昌市,0.5249594
云南,保山市,湖北,荆州市,0.132110744
云南,大理州,湖北,宜昌市,0.64218427
河南,郑州市,湖北,武汉市,0.806291793
河南,鹤壁市,湖北,十堰市,0.586858194
湖北,恩施州,湖北,黄石市,0.481451821
西藏,阿里地区,湖北,黄冈市,0.437843372
重庆,梁平区,湖北,十堰市,0.964503857
青海,海南州,湖北,武汉市,0.35017116
北京,大兴区,湖北,襄阳市,0.019835075
宁夏,中卫市,湖北,荆州市,0.174946734
辽宁,铁岭市,湖北,十堰市,0.216713022
重庆,奉节县,湖北,十堰市,0.178987352
天津,津南区,湖北,随州市,0.712142996
湖北,天门市,湖北,黄冈市,0.20570707
山东,烟台市,湖北,恩施州,0.711512552
山西,太原市,湖北,咸宁市,0.615647283
江苏,盐城市,湖北,鄂州市,0.818257407
云南,大理州,湖北,十堰市,0.412186174
北京,大兴区,湖北,襄阳市,0.768697517
吉林,长春市,湖北,十堰市,0.246414239
天津,塘沽区,湖北,咸宁市,0.168548481
广东,东莞市,湖北,随州市,0.504108699
广东,潮州市,湖北,神农架林区,0.740574051
海南,琼海市,湖北,黄冈市,0.125085956
黑龙江,哈尔滨市,湖北,恩施州,0.561901305
山西,阳泉市,湖北,荆州市,0.838526668
广西,河池市,湖北,黄石市,0.571089198
江西,吉安市,湖北,潜江市,0.220631605
海南,澄迈县,湖北,十堰市,0.469033216
上海,浦东新区,湖北,孝感市,0.268769702
内蒙古,鄂尔多斯市,湖北,黄石市,0.596433602
天津,河北区,湖北,神农架林区,0.037760093
海南,临高县,湖北,孝感市,0.750705269
海南,文昌市,湖北,潜江市,0.542791741
陕西,宝鸡市,湖北,仙桃市,0.590115584
青海,黄南州,湖北,咸宁市,0.205346194
云南,昆明市,湖北,咸宁市,0.885810732
吉林,白城市,湖北,孝感市,0.151501692
天津,津南区,湖北,武汉市,0.853720574
山东,济南市,湖北,神农架林区,0.272848634
新疆,塔城地区,湖北,咸宁市,0.64782714
海南,三沙市,湖北,宜昌市,0.418734636
重庆,合川区,湖北,荆门市,0.355259547
重庆,梁平区,湖北,十堰市,0.867357739
陕西,宝鸡市,湖北,咸宁市,0.324910509
天津,北辰区,湖北,潜江市,0.808636535
天津,西青区,湖北,恩施州,0.3369126
山东,淄博市,湖北,咸宁市,0.904283303
湖北,荆门市,湖北,黄冈市,0.390901593
重庆,江北区,湖北,黄冈市,0.943501584
天津,南开区,湖北,武汉市,0.765640188
宁夏,固原市,湖北,潜江市,0.45130202
西藏,那曲地区,湖北,荆门市,0.667528534
辽宁,鞍山市,湖北,黄冈市,0.117041827
重庆,忠县,湖北,孝感市,0.708094446
吉林,辽源市,湖北,孝感市,0.030781431
江苏,淮安市,湖北,襄阳市,0.848438257
河南,新乡市,湖北,鄂州市,0.816118193
四川,甘孜州,湖北,黄石市,0.200067158
山东,淄博市,湖北,荆门市,0.146858177
广东,韶关市,湖北,随州市,0.786542862
贵州,黔东南州,湖北,荆州市,0.116078836
重庆,云阳县,湖北,荆州市,0.567126221
天津,河北区,湖北,黄石市,0.131309313
重庆,铜梁区,湖北,神农架林区,0.523082891
天津,蓟州区,湖北,宜昌市,0.504761403
山西,运城市,湖北,黄石市,0.768301264
广东,清远市,湖北,随州市,0.8961181
河南,开封市,湖北,黄冈市,0.568226688
河南,郑州市,湖北,鄂州市,0.233545059
海南,屯昌县,湖北,天门市,0.933218826
甘肃,武威市,湖北,荆州市,0.985201474
西藏,昌都地区,湖北,随州市,0.077035271
辽宁,本溪市,湖北,武汉市,0.516274048
上海,静安区,湖北,十堰市,0.776389634
云南,丽江市,湖北,仙桃市,0.460718619
天津,塘沽区,湖北,孝感市,0.335046765
天津,蓟州区,湖北,咸宁市,0.158782196
河北,沧州市,湖北,荆门市,0.806010217
河南,新乡市,湖北,十堰市,0.212213715
重庆,渝北区,湖北,荆门市,0.012688753
陕西,宝鸡市,湖北,十堰市,0.334807943
浙江,绍兴市,湖北,武汉市,0.225134078
贵州,毕节市,湖北,天门市,0.64493006
重庆,渝中区,湖北,黄石市,0.471776105
陕西,渭南市,湖北,咸宁市,0.151058622
上海,徐汇区,湖北,咸宁市,0.146798657
四川,广安市,湖北,孝感市,0.734916148
四川,泸州市,湖北,襄阳市,0.267750837
湖南,衡阳市,湖北,恩施州,0.459541328
四川,遂宁市,湖北,荆州市,0.361619761
天津,宁河区,湖北,咸宁市,0.008691255
天津,河西区,湖北,孝感市,0.281229849
山西,太原市,湖北,咸宁市,0.245537572
新疆,塔城地区,湖北,黄冈市,0.654601245
新疆,巴音郭楞州,湖北,神农架林区,0.39890512
陕西,西安市,湖北,十堰市,0.797992836
云南,普洱市,湖北,咸宁市,0.496850565
天津,大港区,湖北,荆州市,0.639294719
山东,日照市,湖北,恩施州,0.067908201
山西,吕梁市,湖北,仙桃市,0.085085326
新疆,五家渠市,湖北,襄阳市,0.615408238
河北,石家庄市,湖北,荆州市,0.178785425
浙江,衢州市,湖北,天门市,0.625846756
湖北,武汉市,湖北,鄂州市,0.131830556
湖南,娄底市,湖北,襄阳市,0.428635867
重庆,高新区,湖北,黄石市,0.664235291
北京,顺义区,湖北,十堰市,0.726524161
广西,南宁市,湖北,襄阳市,0.016953198
甘肃,临夏州,湖北,潜江市,0.3104773
重庆,涪陵区,湖北,随州市,0.207219953
安徽,淮北市,湖北,孝感市,0.414225901
江苏,常州市,湖北,襄阳市,0.704468606
河北,衡水市,湖北,荆门市,0.494738857
四川,成都市,湖北,宜昌市,0.145060528
山西,阳泉市,湖北,孝感市,0.172146288
浙江,台州市,湖北,宜昌市,0.973007879
湖南,岳阳市,湖北,鄂州市,0.831949078
云南,红河州,湖北,仙桃市,0.896560051
天津,北辰区,湖北,随州市,0.059122331
天津,大港区,湖北,武汉市,0.847206924
天津,静海区,湖北,咸宁市,0.82524602
河南,商丘市,湖北,恩施州,0.402033614
福建,漳州市,湖北,恩施州,0.367151339
云南,玉溪市,湖北,天门市,0.420745517
四川,内江市,湖北,黄石市,0.515777867
山东,威海市,湖北,荆门市,0.975351687
山西,朔州市,湖北,咸宁市,0.413976647
湖北,武汉市,湖北,黄石市,0.352665436
甘肃,定西市,湖北,黄石市,0.725151484
西藏,那曲地区,湖北,宜昌市,0.146716417
青海,海东地区,湖北,襄阳市,0.786592416
云南,西双版纳州,湖北,武汉市,0.572697222
天津,静海区,湖北,武汉市,0.769306431
河南,开封市,湖北,天门市,0.667892623
浙江,嘉兴市,湖北,咸宁市,0.254323797
海南,白沙县,湖北,天门市,0.244593591
西藏,昌都地区,湖北,恩施州,0.579507761
黑龙江,齐齐哈尔市,湖北,潜江市,0.619012064
上海,闸北区,湖北,黄石市,0.471216293
天津,塘沽区,湖北,鄂州市,0.128662158
山东,潍坊市,湖北,黄石市,0.59896633
河南,郑州市,湖北,荆州市,0.246629787
河南,周口市,湖北,十堰市,0.574511525
西藏,林芝市,湖北,武汉市,0.176142253
贵州,铜仁市,湖北,仙桃市,0.737666784
广东,湛江市,湖北,天门市,0.524091293
海南,保亭县,湖北,武汉市,0.268012741
重庆,武隆区,湖北,武汉市,0.554310359
上海,杨浦区,湖北,神农架林区,0.674335215
云南,玉溪市,湖北,咸宁市,0.250967894
北京,门头沟,湖北,荆门市,0.672602117
福建,泉州市,湖北,咸宁市,0.181453977
重庆,九龙坡区,湖北,荆门市,0.76316766
云南,怒江州,湖北,武汉市,0.730460224
吉林,白城市,湖北,神农架林区,0.548544418
湖南,湘潭市,湖北,武汉市,0.11362819
山东,莱芜市,湖北,荆州市,0.586693212
广东,江门市,湖北,仙桃市,0.338014274
广东,肇庆市,湖北,仙桃市,0.00502893
广西,崇左市,湖北,鄂州市,0.518764639
广西,河池市,湖北,天门市,0.35392096
重庆,万州区,湖北,黄冈市,0.567526561
重庆,忠县,湖北,荆门市,0.069551032
上海,杨浦区,湖北,随州市,0.592578374
宁夏,吴忠市,湖北,襄阳市,0.967716228
湖北,宜昌市,湖北,武汉市,0.141381609
云南,丽江市,湖北,十堰市,0.441258056
新疆,博尔塔拉州,湖北,咸宁市,0.876189565
新疆,吐鲁番地区,湖北,荆门市,0.739104072
江西,吉安市,湖北,潜江市,0.950154226
江西,萍乡市,湖北,荆州市,0.382184319
新疆,昌吉州,湖北,天门市,0.221037843
海南,保亭县,湖北,潜江市,0.646009854
安徽,淮南市,湖北,襄阳市,0.916187342
安徽,阜阳市,湖北,恩施州,0.467733866
新疆,昌吉州,湖北,随州市,0.709727484
河南,鹤壁市,湖北,仙桃市,0.269769233
上海,虹口区,湖北,十堰市,0.525885231
四川,德阳市,湖北,天门市,0.1533348
江西,鹰潭市,湖北,宜昌市,0.338598619
河南,洛阳市,湖北,武汉市,0.325658209
海南,海口市,湖北,天门市,0.996136833
重庆,渝北区,湖北,黄石市,0.918894055
宁夏,吴忠市,湖北,孝感市,0.944431306
重庆,南岸区,湖北,黄石市,0.066283453
重庆,綦江区,湖北,荆门市,0.877150258
天津,东丽区,湖北,恩施州,0.252594567
广东,湛江市,湖北,随州市,0.345572488
广西,来宾市,湖北,鄂州市,0.546374372
江西,九江市,湖北,仙桃市,0.139227522
湖北,十堰市,湖北,仙桃市,0.604351746
内蒙古,通辽市,湖北,潜江市,0.107874381
吉林,四平市,湖北,随州市,0.200088421
四川,乐山市,湖北,天门市,0.190571767
安徽,芜湖市,湖北,神农架林区,0.548119281
广东,珠海市,湖北,潜江市,0.550436389
海南,保亭县,湖北,荆门市,0.572090499
北京,昌平区,湖北,潜江市,0.620981347
安徽,黄山市,湖北,仙桃市,0.728775032
广东,汕头市,湖北,黄冈市,0.444997967
河南,驻马店市,湖北,十堰市,0.349948975
湖北,神农架林区,湖北,神农架林区,0.904990319
